poNumber,poDate,poName,supplier,originalValue,currency,valueUSD,poSpendUSD,tax,taxUSD,netTotal,netTotalUSD,mainOrderId,orderId,entityCode,entity,material,materialCode,poVersion,isChangeOrder,poType,changeOrderGroup,changeOrderTotal,year,month,yearMonth,project
RFPO-1569-O122-1,10 Feb 2026,PO for Microsoft 365 G5 GCC – Annual Subscription Licenses (Pro-Rated) - CSP 1223 MVL - NCE CSP Agreement Renewal - GCC - 2026 - 10 Licenses,Managed Solution LLC,461.70000000000005,USD,461.70000000000005,461.70000000000005,0.0,0,461.70000000000005,461.70000000000005,1569,RFPO-1569-O122,O122,Unknown,Computer Peripherals,Office Assets,1,False,Base PO,1,1,2026,2,2026-02,MVL Group Office Related POs
RFPO-7139-V40081-1,10 Feb 2026,PO for Select Granular Fill,SMITHBRIDGE GUAM,90019.2,USD,90019.2,90019.2,0.0,0,90019.2,90019.2,7139,RFPO-7139-V40081,V40081,MACRO,Building Materials,Various,1,False,Base PO,2,2,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-V40172-1,10 Feb 2026,PO for Custom Items-Storage/ Warehouse Accessories,Uline,3404.57,USD,3404.57,3404.57,0.0,0,3404.57,3404.57,6705,RFPO-6705-V40172,V40172,Unknown,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7139-E6827-1,10 Feb 2026,PO for Medium Voltage Cable,EMSI Inc.,18766.0,USD,18766.0,18766.0,0.0,0,18766.0,18766.0,7139,RFPO-7139-E6827,E6827,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7878-V40014-1,10 Feb 2026,PO for Air Venting Valves & Strainer,INTEGRATED CONTRACTING SUPPLIERS,2646.0,USD,2646.0,2646.0,0.0,0,2646.0,2646.0,7878,RFPO-7878-V40014,V40014,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.99 N4008425F0127 Repairs To HVAC System, F-2296, NSFDG (X061)"
RFPO-7932-V40000-1,10 Feb 2026,PO for Duct Insulation Materials,"Scott & From Co., Inc.",4511.800000000001,USD,4511.800000000001,4511.800000000001,0.0,0,4511.800000000001,4511.800000000001,7932,RFPO-7932-V40000,V40000,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.103 N4008425F0169 QC4227 - REPLACE A/C UNIT, F601, QS7006, REPLACE A/C UNITS F# 4057 And QS1020, REPLACE PACKAGE TYPE A/C UNIT, F#3047 (X062)"
RFPO-7932-V40001-1,10 Feb 2026,PO for Duct Access Doors,PRIME A/C INDUSTRIES (L.L.C),300.0,AED,81.69,81.69,15.0,4.08,315.0,85.77,7932,RFPO-7932-V40001,V40001,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.103 N4008425F0169 QC4227 - REPLACE A/C UNIT, F601, QS7006, REPLACE A/C UNITS F# 4057 And QS1020, REPLACE PACKAGE TYPE A/C UNIT, F#3047 (X062)"
RFPO-7932-V40003-1,10 Feb 2026,PO for Hot Water Pump,INTEGRATED CONTRACTING SUPPLIERS,2892.0,USD,2892.0,2892.0,0.0,0,2892.0,2892.0,7932,RFPO-7932-V40003,V40003,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.103 N4008425F0169 QC4227 - REPLACE A/C UNIT, F601, QS7006, REPLACE A/C UNITS F# 4057 And QS1020, REPLACE PACKAGE TYPE A/C UNIT, F#3047 (X062)"
RFPO-7932-V40002-1,10 Feb 2026,PO for Electric Water Heaters,Cimmaron International Corporation,5152.5,USD,5152.5,5152.5,0.0,0,5152.5,5152.5,7932,RFPO-7932-V40002,V40002,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.103 N4008425F0169 QC4227 - REPLACE A/C UNIT, F601, QS7006, REPLACE A/C UNITS F# 4057 And QS1020, REPLACE PACKAGE TYPE A/C UNIT, F#3047 (X062)"
RFPO-7139-V40073-1,09 Feb 2026,"FLOOR DRAINS, FLOOR SINKS, FLOOR AND WALL CLEANOUTS",JAY R. SMITH MFG. CO.,15564.75,USD,15564.75,15564.75,0.0,0,15564.75,15564.75,7139,RFPO-7139-V40073,V40073,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-M4105-1,09 Feb 2026,PO for Accessories for Fire Gate Valves and Fire Hydrants,"FERGUSON ENTERPRISES, LLC",3262.13,USD,3262.13,3262.13,0.0,0,3262.13,3262.13,7139,RFPO-7139-M4105,M4105,MACRO,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7208-V40022B-1,09 Feb 2026,PO for Roof and wall panels,Dateline Exports Inc.,284308.69,USD,284308.69,284308.69,0.0,0,284308.69,284308.69,7208,RFPO-7208-V40022B,V40022B,Unknown,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG (X029)"
RFPO-5532-V40093-1,09 Feb 2026,PO for Crane Lifting Materials (Part-2),STAR LIFT TRADING LLC,22295.36,AED,6070.89,6070.89,1114.768,303.54,23410.128,6374.44,5532,RFPO-5532-V40093,V40093,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-7878-V40008A-1,09 Feb 2026,PO for Duct Connectors,Delta Duct Airconditioning LLC,1600.0,AED,435.67,435.67,80.0,21.78,1680.0,457.45,7878,RFPO-7878-V40008A,V40008A,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.99 N4008425F0127 Repairs To HVAC System, F-2296, NSFDG (X061)"
RFPO-7878-V40009-1,09 Feb 2026,PO for BFP & PRV,INTEGRATED CONTRACTING SUPPLIERS,904.0,USD,904.0,904.0,0.0,0,904.0,904.0,7878,RFPO-7878-V40009,V40009,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"BIOT-121.99 N4008425F0127 Repairs To HVAC System, F-2296, NSFDG (X061)"
RFPO-6680-V40003-1,06 Feb 2026,"PO for Duct Access Door, D88ULS4","DUCTMATE INDUSTRIES, INC",5772.6269999999995,USD,5772.6269999999995,5772.6269999999995,0.0,0,5772.6269999999995,5772.6269999999995,6680,RFPO-6680-V40003,V40003,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6680 JPN-127 W912HV23B0011 Repair Kitchen Ducts, Various Locations, Japan"
RFPO-6705-V40170-1,05 Feb 2026,PO for Signages for Building 729,Sign King Inc,300.0,USD,300.0,300.0,0.0,0,300.0,300.0,6705,RFPO-6705-V40170,V40170,Unknown,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7139-V40076-1,05 Feb 2026,PO for Utility Cart,Uline,542.6999999999999,USD,542.6999999999999,542.6999999999999,0.0,0,542.6999999999999,542.6999999999999,7139,RFPO-7139-V40076,V40076,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7414-M4000-1,05 Feb 2026,PO for TRICOM Purchase Order (PO/TR/BNB/2025/FUELCO/001 – Phase 1) for the Fuel System Package (Fuelco),Fuelco FZCO,337945.0,USD,337945.0,337945.0,0.0,0,337945.0,337945.0,7414,RFPO-7414-M4000,M4000,FIRESTOP,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"LEB-127 W912ER25C0001 Restore Beirut Naval Base (BNB), Beirut Naval Base, Lebanon"
RFPO-7139-V40077-1,05 Feb 2026,PO for Acetylene & Oxygen tanks,"Pacific International, Inc",12291.2,USD,12291.2,12291.2,0.0,0,12291.2,12291.2,7139,RFPO-7139-V40077,V40077,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-V40171-1,05 Feb 2026,PO for SS316L Checker Plate,"Scott & From Co., Inc.",7455.960000000001,USD,7455.960000000001,7455.960000000001,0.0,0,7455.960000000001,7455.960000000001,6705,RFPO-6705-V40171,V40171,Unknown,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7139-V40080-1,05 Feb 2026,PO for Smooth Dowel and Rebars,Nucor Rebar Fabrication,11484.4,USD,11484.4,11484.4,0.0,0,11484.4,11484.4,7139,RFPO-7139-V40080,V40080,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-V40079-1,04 Feb 2026,PO for DAYTON  D250SCA MECHANICAL BAR CONNECTOR,ODORES METAL LLC,23860.0,USD,23860.0,23860.0,0.0,0,23860.0,23860.0,7139,RFPO-7139-V40079,V40079,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-S9105-1,04 Feb 2026,PO for ACI Certification Programs and Batch Plant Inspection,American Concrete Institute,45000.0,USD,45000.0,45000.0,0.0,0,45000.0,45000.0,6705,RFPO-6705-S9105,S9105,MICRON,Services,Services,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6705-V40169-1,03 Feb 2026,PO for SIKAEMACO 440,Dateline Exports Inc.,363.56,USD,363.56,363.56,0.0,0,363.56,363.56,6705,RFPO-6705-V40169,V40169,Unknown,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-5829-V40045-1,03 Feb 2026,PO for FREE ISSUED - FALSE CEILING - ACOUSTICS,USG Middle East,36317.939999999995,AED,9889.16,9889.16,1815.897,494.46,38133.83699999999,10383.62,5829,RFPO-5829-V40045,V40045,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-5829 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, United Arab Emirates"
RFPO-5532-V40092-1,03 Feb 2026,PO for Sand & cement,Leeds Services Co. Pte Ltd.,277990.0,USD,277990.0,277990.0,0.0,0,277990.0,277990.0,5532,RFPO-5532-V40092,V40092,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-6705-M4027-1,02 Feb 2026,PO for Material Requisition Form MR-019 -  XCMG 740 skid loader - Spare parts,Evangel International Machinery Ltd.,5368.0,USD,5368.0,5368.0,0.0,0,5368.0,5368.0,6705,RFPO-6705-M4027,M4027,MVL USA JV LLC,Mechanical Items,Mechanical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6705-E6846-1,02 Feb 2026,PO for LV Cables for Bldg.729,Benfield Electric International Ltd.,25522.0,USD,25522.0,25522.0,0.0,0,25522.0,25522.0,6705,RFPO-6705-E6846,E6846,Unknown,Electrical,Electrical,1,False,Base PO,1,1,2026,2,2026-02,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-5829-V40046-1,02 Feb 2026,"PO for Air Pavement - Quotation – Pipes, Couplers & Privacy Nets",Mozoon Alkhair For Scaffolding L.L.C,8598.0,AED,2341.18,2341.18,429.9,117.06,9027.9,2458.24,5829,RFPO-5829-V40046,V40046,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,2,2026-02,"ORD-5829 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, United Arab Emirates"
RFPO-7208-V40028-1,30 Jan 2026,"PO for Cold Form Metals Purlins, Z girts",Dateline Exports Inc.,75000.0,USD,75000.0,75000.0,0.0,0,75000.0,75000.0,7208,RFPO-7208-V40028,V40028,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-7208 BIOT-121.76 N4008424F4725 REPAIRS TO CHRIMP FACILITY 724 (QS60400) &amp; FACILITY 725 (QS6041), NSFDG (X029)"
RFPO-5532-V40091-1,30 Jan 2026,PO for Admixtures,SODAMCO EMIRATES FACTORY FOR BUILDING MATERIALS LLC,15347.5,AED,4179.03,4179.03,767.375,208.95,16114.875,4387.99,5532,RFPO-5532-V40091,V40091,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-1569-15210-1,29 Jan 2026,PO for 1806 - One-time inspection & certification (FA and FF system),EUROFIRE FIRE & SAFETY L.L.C,1890.0,AED,514.64,514.64,0.0,0.0,1890.0,514.64,1569,RFPO-1569-15210,15210,Unknown,Misc.,Various,1,False,Base PO,1,1,2026,1,2026-01,MVL Group Office Related POs
RFPO-7139-V40075-1,29 Jan 2026,PO for Cable Rack & Rack Arm,WESCO Distribution Inc,12390.72,USD,12390.72,12390.72,0.0,0,12390.72,12390.72,7139,RFPO-7139-V40075,V40075,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7039-V40031-1,29 Jan 2026,PO for PVC Pipes & Fittings (Last Lot),National Plastic & Building Material Industries LLC,358862.2,AED,97716.05,97716.05,0.0,0.0,358862.2,97716.05,7039,RFPO-7039-V40031,V40031,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"BIOT-121.60 N4008424F4507 EProject 1693634 REPAIR SPP F1SA AND F2S OVERHEAD FEEDERS, RM20-1216 (Task-X025)"
RFPO-5532-M4108-1,28 Jan 2026,PO for DG - Quotation Ref. QUOT-38149 – Electric Dryer (MAXX DR10-TT 110V),Teko General Trading LLC,22320.0,AED,6077.6,6077.6,1116.0,303.88,23436.0,6381.48,5532,RFPO-5532-M4108,M4108,MVL Nepal,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,1,2026-01,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-7616-V40002-1,27 Jan 2026,PO for PVC Coated rigid metallic pipes & fittings,AL BAHRI AND AL MAZROEY TRADING COMPANY - L.L.C,126126.98,AED,34343.63,34343.63,0.0,0.0,126126.98,34343.63,7616,RFPO-7616-V40002,V40002,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-7616 BIOT-121.82 REPAIRS TO BARRICADED STORAGE MODULES (F-840, 835, 834, 839 &amp; 841) &amp; CONSTRUCT CANOPY &amp; LOUVER (F-148)"
RFPO-5829-M4005-1,27 Jan 2026,PO forAIR PAVEMENT - Quotation No. WC/SQ/12870/R/2 – Supply of Floor Saw & Blade,WECARE MACHINERY TRADING – Sole Proprietorship LLC,6550.0,AED,1783.53,1783.53,327.5,89.18,6877.5,1872.7,5829,RFPO-5829-M4005,M4005,MVL USA JV LLC,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,1,2026-01,"ORD-5829 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, United Arab Emirates"
RFPO-7139-V40074-1,27 Jan 2026,PO for C900 Pipes and Star DI fittings for Potable Water,American International Supply Inc.,51639.236000000004,USD,51639.236000000004,51639.236000000004,0.0,0,51639.236000000004,51639.236000000004,7139,RFPO-7139-V40074,V40074,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-V40072-1,26 Jan 2026,PO for Pre-Shipment Inspection - AM-330D Air-Cooled Screw Chiller - INV-WNW165573 - 01272026,V-Trust Inspection Service Co. Ltd.,268.0,USD,268.0,268.0,0.0,0,268.0,268.0,7139,RFPO-7139-V40072,V40072,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-5532-M4107-1,26 Jan 2026,"PO for Quotation NMCO26-00000350 – Nordberg Equipment (North Mountain Trading, Jan 15, 2026)",NOURTH MOUNTAIN TRADING L.L.C,3971.4300000000003,AED,1081.4,1081.4,198.572,54.07,4170.0015,1135.47,5532,RFPO-5532-M4107,M4107,MW-OCS,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,1,2026-01,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-5829-M4004-1,23 Jan 2026,PO for AIR PAVEMENT - Portable Diesel Air Compressor – Model KDP-5/7 - WC/SQ/12891,WECARE MACHINERY TRADING – Sole Proprietorship LLC,42000.0,AED,11436.35,11436.35,2100.0,571.82,44100.0,12008.17,5829,RFPO-5829-M4004,M4004,MVL USA JV LLC,Machine / Equipments,Mechanical,1,False,Base PO,1,1,2026,1,2026-01,"ORD-5829 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, United Arab Emirates"
RFPO-1569-O121-1,23 Jan 2026,PO for OFFICE 1807 PRINTER -  Canon advance C3525i - 11657,Al Waseem Computer Devices Tr LLC SP,5150.0,AED,1402.31,1402.31,257.5,70.12,5407.5,1472.43,1569,RFPO-1569-O121,O121,MACRO,Computer Peripherals,Office Assets,1,False,Base PO,1,1,2026,1,2026-01,MVL Group Office Related POs
RFPO-5532-M4050-2,22 Jan 2026,PO for Material Request MR-108 MR - Vehicle -Great Wall Pick-up - AG25AQ426A,"FASTWIN GROUP CO.,LIMITED",1247.2800000000002,USD,1247.2800000000002,1247.2800000000002,0.0,0,1247.2800000000002,1247.2800000000002,5532,RFPO-5532-M4050,M4050,MVL USA JV LLC,Machine / Equipments,Mechanical,2,True,Change Order,2,2,2026,1,2026-01,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-7139-V4359-1,22 Jan 2026,PO for Sorbent Boom,Safety 1st Systems Inc,790.0,USD,790.0,790.0,0.0,0,790.0,790.0,7139,RFPO-7139-V4359,V4359,MVL Nepal,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-6705-E6845-1,22 Jan 2026,PO for Screw Cover Pull,Americas Best Electricmart Inc,394.95000000000005,USD,394.95000000000005,394.95000000000005,0.0,0,394.95000000000005,394.95000000000005,6705,RFPO-6705-E6845,E6845,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2026,1,2026-01,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6705-V40168-1,22 Jan 2026,PO for Towable Concrete Mixer,HOME DEPOT USA,3752.65,USD,3752.65,3752.65,0.0,0,3752.65,3752.65,6705,RFPO-6705-V40168,V40168,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6705-V4363-1,22 Jan 2026,PO for Printing of Plans,COPY EXPRESS,2442.7999999999997,USD,2442.7999999999997,2442.7999999999997,0.0,0,2442.7999999999997,2442.7999999999997,6705,RFPO-6705-V4363,V4363,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-6705-E6844-1,21 Jan 2026,PO for Warning Light,Flight Light Inc,588.8100000000001,USD,588.8100000000001,588.8100000000001,0.0,0,588.8100000000001,588.8100000000001,6705,RFPO-6705-E6844,E6844,MACRO,Electrical,Electrical,1,False,Base PO,1,1,2026,1,2026-01,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
RFPO-7616-V40001-1,21 Jan 2026,PO for Electrical Materials,Kelly & Hayes Electrical Industrial & Plumbing Supplies,35434.15,USD,35434.15,35434.15,0.0,0,35434.15,35434.15,7616,RFPO-7616-V40001,V40001,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-7616 BIOT-121.82 REPAIRS TO BARRICADED STORAGE MODULES (F-840, 835, 834, 839 &amp; 841) &amp; CONSTRUCT CANOPY &amp; LOUVER (F-148)"
RFPO-5829-V40043-1,21 Jan 2026,"PO for AIR PAVEMENT - Pavement frame Design,  fabrication and supply Ref- QT/mvl/0012/r2",Technofab Steel Fabrication & Welding LLC,42500.0,AED,11572.5,11572.5,2125.0,578.62,44625.0,12151.12,5829,RFPO-5829-V40043,V40043,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-5829 UAE-123R W912ER22C0026 P-960 Triton Operational Facility, United Arab Emirates"
RFPO-5532-V4379-1,21 Jan 2026,PO for HDPE PORTABLE TOILET - AS PER APPROVED PROFORMA - SOEASY-S20260120,FOSHAN SOEASY MODULAR HOUSING CO LTD,12050.0,USD,12050.0,12050.0,0.0,0,12050.0,12050.0,5532,RFPO-5532-V4379,V4379,FIRESTOP,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,BIOT-121 N4008421D0082/N4008421R0079 AEC DB DBB MACC
RFPO-7139-V40070-1,21 Jan 2026,PO for Tracer Wire for Water & Fire Piping Utility System,American International Supply Inc.,1449.99,USD,1449.99,1449.99,0.0,0,1449.99,1449.99,7139,RFPO-7139-V40070,V40070,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7139-V40071-1,21 Jan 2026,PO for Steel Rebars for Sanitary Sewer Manhole,Nucor Rebar Fabrication,3043.9999999999995,USD,3043.9999999999995,3043.9999999999995,0.0,0,3043.9999999999995,3043.9999999999995,7139,RFPO-7139-V40071,V40071,MVL USA JV LLC,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-7139 RMI-127 W9128A24C0012 Air Traffic Control Tower &amp; Terminal, Kwajalein Island, U.S. Army Garrison - Kwajalein Atoll (USAG-KA), Republic Of The Marshall Islands"
RFPO-7073-V40014-1,21 Jan 2026,PO for REDUCER WITH FLANGE,Crossweld Metal Trading Co.LLC,6111.0,USD,6111.0,6111.0,0.0,0,6111.0,6111.0,7073,RFPO-7073-V40014,V40014,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,BIOT-121.68 N4008424F4583 QC3078 Repairs To Concrete Water Tanks (X026)
RFPO-6705-V40167-1,21 Jan 2026,PO for 3/8inch & 5/8in Pipe Clamps,"Scott & From Co., Inc.",31.98,USD,31.98,31.98,0.0,0,31.98,31.98,6705,RFPO-6705-V40167,V40167,MACRO,Building Materials,Various,1,False,Base PO,1,1,2026,1,2026-01,"ORD-6705 RMI-125 W9128A23C0010 FY23 MCA PN 080242 Medical Clinic, U.S. Army Garrison, Kwajalein Atoll, Republic Of The Marshall Islands (RMI)"
